team_id,date_start,date_end,player_id
8,2013-12-13,2014-04-14,34
8,2012-10-31,2018-12-12,132
8,2018-10-29,2019-04-09,1107
8,2009-10-28,2013-01-28,226
8,2010-10-29,2011-04-13,832
8,2013-11-01,2014-03-14,270
8,2012-04-06,2012-04-15,78
8,2018-10-17,2019-04-09,241
8,2012-10-31,2019-04-07,413
8,2012-10-31,2015-04-08,441
8,2010-10-27,2012-03-14,48
8,2010-10-27,2012-12-28,138
8,2017-11-17,2019-01-06,703
8,2014-10-29,2015-04-14,365
8,2014-11-21,2018-04-08,701
8,2015-10-28,2016-04-12,6
8,2018-02-11,2019-01-22,935
8,2017-12-20,2019-04-09,1186
8,2019-02-09,2019-04-09,197
8,2009-10-28,2010-04-14,254
8,2009-10-28,2010-11-16,739
8,2012-11-30,2013-03-20,162
8,2014-02-23,2014-04-16,110
8,2018-03-11,2018-03-13,1212
8,2015-11-01,2019-04-09,855
8,2017-10-19,2019-04-09,1079
8,2017-02-24,2017-04-12,389
8,2016-10-26,2019-04-09,954
8,2019-01-17,2019-03-28,920
8,2009-11-06,2010-04-12,804
8,2013-12-13,2017-04-12,342
8,2010-11-24,2010-11-26,814
8,2009-11-17,2010-01-02,803
8,2012-11-07,2013-12-06,117
8,2009-10-28,2010-04-14,818
8,2011-12-26,2012-03-07,542
8,2010-02-10,2011-04-10,2
8,2010-12-27,2011-01-04,840
8,2013-02-01,2013-12-06,223
8,2013-02-27,2013-04-06,448
8,2017-02-24,2019-04-07,446
8,2010-11-13,2012-04-26,552
8,2009-11-06,2011-04-08,782
8,2013-10-30,2014-04-16,100
8,2011-01-15,2011-01-24,498
8,2012-10-31,2017-02-12,291
8,2011-01-26,2011-02-13,543
8,2013-10-30,2015-04-15,260
9,2009-10-27,2014-02-19,243
9,2018-04-11,2018-04-11,1227
9,2014-12-22,2015-01-25,411
9,2016-03-12,2016-04-13,99
9,2018-12-25,2019-04-09,423
9,2016-10-28,2018-01-03,819
9,2010-10-26,2011-04-13,481
9,2018-02-25,2018-02-25,216
9,2018-12-13,2019-01-11,390
9,2009-11-02,2010-02-17,513
9,2017-11-22,2018-01-12,860
9,2009-10-27,2010-02-17,126
